bay_id,st_marker_id,status,location,lat,lon
3375,6193W,Unoccupied,"(-37.8065656135546, 144.9511022369515)",-37.8065656135546,144.9511022369515
3885,C5666,Unoccupied,"(-37.80647068233293, 144.95504385697612)",-37.80647068233293,144.95504385697612
6062,13046N,Present,"(-37.82107941377973, 144.94352789890692)",-37.82107941377973,144.94352789890692
3039,5142E,Unoccupied,"(-37.802950826932516, 144.95704905800338)",-37.802950826932516,144.95704905800338
3807,C5450,Unoccupied,"(-37.80754350767742, 144.95448039110647)",-37.80754350767742,144.95448039110647
1873,2606N,Present,"(-37.814921099859625, 144.95689258645808)",-37.814921099859625,144.95689258645808
4983,9415S,Unoccupied,"(-37.8300751863637, 144.966555523961)",-37.8300751863637,144.966555523961
4053,C6144,Unoccupied,"(-37.80422532345816, 144.95242753080112)",-37.80422532345816,144.95242753080112
4044,C6126,Unoccupied,"(-37.80449363067284, 144.9523802440605)",-37.80449363067284,144.9523802440605
4705,8651W,Present,"(-37.82555658020543, 144.96248918155396)",-37.82555658020543,144.96248918155396
3201,5457W,Unoccupied,"(-37.80756710360468, 144.9543703640848)",-37.80756710360468,144.9543703640848
3380,6203W,Present,"(-37.806349134859786, 144.95100392489394)",-37.806349134859786,144.95100392489394
3385,6213W,Unoccupied,"(-37.80622014763526, 144.95094523460372)",-37.80622014763526,144.95094523460372
5226,11506N,Present,"(-37.81159624832596, 144.9525367688051)",-37.81159624832596,144.9525367688051
6747,6625S,Unoccupied,"(-37.808520094652366, 144.95954463796903)",-37.808520094652366,144.95954463796903
8300,C7020,Present,"(-37.8073704668276, 144.95887883885877)",-37.8073704668276,144.95887883885877
5244,11513S,Present,"(-37.8117530468802, 144.95239831172455)",-37.8117530468802,144.95239831172455
4332,C7002,Present,"(-37.80930996293084, 144.95640267925893)",-37.80930996293084,144.95640267925893
3810,C5456,Present,"(-37.807471734012296, 144.95444771321013)",-37.807471734012296,144.95444771321013
6393,13642E,Unoccupied,"(-37.82010084378016, 144.94445167844503)",-37.82010084378016,144.94445167844503
1313,1313W,Unoccupied,"(-37.81713033739861, 144.95875550098754)",-37.81713033739861,144.95875550098754
5142,9955S,Unoccupied,"(-37.82613533754706, 144.9669956285092)",-37.82613533754706,144.9669956285092
5005,9437S,Unoccupied,"(-37.83019059526571, 144.96615767220104)",-37.83019059526571,144.96615767220104
6743,6583S,Present,"(-37.808428727203356, 144.9598630718785)",-37.808428727203356,144.9598630718785
6495,13715W,Unoccupied,"(-37.81583810414621, 144.93805597833435)",-37.81583810414621,144.93805597833435
975,898E,Present,"(-37.81750331248522, 144.96475512343824)",-37.81750331248522,144.96475512343824
6548,13757W,Unoccupied,"(-37.8126716474578, 144.9387745586045)",-37.8126716474578,144.9387745586045
6822,14004E,Present,"(-37.798642849820844, 144.95790086860035)",-37.798642849820844,144.95790086860035
1900,2261W,Unoccupied,"(-37.816560481829114, 144.95727592405046)",-37.816560481829114,144.95727592405046
1300,1291W,Present,"(-37.81895756040481, 144.95958673481084)",-37.81895756040481,144.95958673481084
6618,13868N,Present,"(-37.81402453733948, 144.94162947523438)",-37.81402453733948,144.94162947523438
5080,9866N,Unoccupied,"(-37.825251359134185, 144.9696647625151)",-37.825251359134185,144.9696647625151
1807,2476N,Unoccupied,"(-37.81646119962552, 144.95513455891466)",-37.81646119962552,144.95513455891466
1151,C1242,Unoccupied,"(-37.812178467505646, 144.95940869400224)",-37.812178467505646,144.95940869400224
6596,13906E,Present,"(-37.814178765329856, 144.94053764211046)",-37.814178765329856,144.94053764211046
6006,13011S,Unoccupied,"(-37.81992866326719, 144.95148933320314)",-37.81992866326719,144.95148933320314
2238,3926N,Unoccupied,"(-37.812158215755076, 144.95475730314467)",-37.812158215755076,144.95475730314467
3049,5154E,Unoccupied,"(-37.802748041316924, 144.95695489881587)",-37.802748041316924,144.95695489881587
6115,C13556,Unoccupied,"(-37.81936103308774, 144.94544132790173)",-37.81936103308774,144.94544132790173
3618,7566N,Unoccupied,"(-37.80566694062923, 144.95489328638936)",-37.80566694062923,144.95489328638936
2746,4574E,Unoccupied,"(-37.80809601216072, 144.9660677529875)",-37.80809601216072,144.9660677529875
3710,7676N,Unoccupied,"(-37.80377230962868, 144.95691685901107)",-37.80377230962868,144.95691685901107
6622,13876N,Unoccupied,"(-37.81392422823941, 144.94189467612432)",-37.81392422823941,144.94189467612432
6045,13010N,Unoccupied,"(-37.81982751532851, 144.95122374760533)",-37.81982751532851,144.95122374760533
3203,5460E,Unoccupied,"(-37.807476205020194, 144.95457845786274)",-37.807476205020194,144.95457845786274
2367,3103S,Unoccupied,"(-37.81363587840012, 144.95793913482046)",-37.81363587840012,144.95793913482046
5181,C8014,Unoccupied,"(-37.810500628557676, 144.95237272746522)",-37.810500628557676,144.95237272746522
629,89W,Unoccupied,"(-37.80888641115215, 144.97177809248228)",-37.80888641115215,144.97177809248228
1315,1315W,Unoccupied,"(-37.817079526008285, 144.95873203972872)",-37.817079526008285,144.95873203972872
5176,C8004,Present,"(-37.81043605646559, 144.9526027817319)",-37.81043605646559,144.9526027817319
3416,6265S,Unoccupied,"(-37.80775320631275, 144.96615764256336)",-37.80775320631275,144.96615764256336
6513,13740E,Unoccupied,"(-37.813104291624875, 144.93674327015864)",-37.813104291624875,144.93674327015864
3026,5121W,Unoccupied,"(-37.80341088444709, 144.95713839031447)",-37.80341088444709,144.95713839031447
3620,7568N,Unoccupied,"(-37.80565938100267, 144.954826317798)",-37.80565938100267,144.954826317798
4679,8502E,Unoccupied,"(-37.824569634670425, 144.9671180764057)",-37.824569634670425,144.9671180764057
2152,3795S,Present,"(-37.81052567244228, 144.9608953174046)",-37.81052567244228,144.9608953174046
4817,9196N,Present,"(-37.83110207459792, 144.96694308657908)",-37.83110207459792,144.96694308657908
4297,C6930,Unoccupied,"(-37.80937230506347, 144.95599230220782)",-37.80937230506347,144.95599230220782
4301,C6938,Unoccupied,"(-37.809330270096325, 144.95600001926937)",-37.809330270096325,144.95600001926937
4267,C6866,Present,"(-37.80943461730371, 144.95583958698757)",-37.80943461730371,144.95583958698757
6885,14217W,Unoccupied,"(-37.79598100744916, 144.9646644860451)",-37.79598100744916,144.9646644860451
4318,C6974,Unoccupied,"(-37.80935195116392, 144.95619976326594)",-37.80935195116392,144.95619976326594
4269,C6872,Unoccupied,"(-37.80938858617459, 144.9557854341632)",-37.80938858617459,144.9557854341632
6614,13857S,Unoccupied,"(-37.814049946306, 144.94173569566175)",-37.814049946306,144.94173569566175
6846,14052E,Unoccupied,"(-37.79635653115004, 144.9581820760673)",-37.79635653115004,144.9581820760673
3021,5104E,Present,"(-37.804335100882575, 144.95769222970844)",-37.804335100882575,144.95769222970844
6831,14022E,Unoccupied,"(-37.797129800203095, 144.95808689578098)",-37.797129800203095,144.95808689578098
3588,7146N,Unoccupied,"(-37.80845438331892, 144.95239578991172)",-37.80845438331892,144.95239578991172
4286,C6908,Unoccupied,"(-37.80920486408468, 144.95581991090108)",-37.80920486408468,144.95581991090108
6865,14090E,Unoccupied,"(-37.79502355588244, 144.95834537650563)",-37.79502355588244,144.95834537650563
2006,3435S,Present,"(-37.81080726932605, 144.96356786363793)",-37.81080726932605,144.96356786363793
3836,C5548,Present,"(-37.80660767581779, 144.95405575694514)",-37.80660767581779,144.95405575694514
4323,C6984,Unoccupied,"(-37.80929677253113, 144.9562728880633)",-37.80929677253113,144.9562728880633
3271,5830E,Unoccupied,"(-37.806714484474156, 144.95353012545496)",-37.806714484474156,144.95353012545496
6841,14042E,Unoccupied,"(-37.796608104390714, 144.95815079776662)",-37.796608104390714,144.95815079776662
3217,5522E,Unoccupied,"(-37.80677369416307, 144.95425777670619)",-37.80677369416307,144.95425777670619
3252,5804E,Unoccupied,"(-37.8070834098104, 144.95346505139918)",-37.8070834098104,144.95346505139918
710,482E,Unoccupied,"(-37.81076024476926, 144.9700876339701)",-37.81076024476926,144.9700876339701
3283,5848E,Unoccupied,"(-37.80650173373205, 144.9535676381809)",-37.80650173373205,144.9535676381809
3804,C5438,Present,"(-37.80806758201713, 144.9547247167863)",-37.80806758201713,144.9547247167863
6828,14016E,Present,"(-37.797619376098076, 144.95802797492206)",-37.797619376098076,144.95802797492206
6101,C13500,Unoccupied,"(-37.819219255631985, 144.9459328911147)",-37.819219255631985,144.9459328911147
5177,C8006,Unoccupied,"(-37.81044479108055, 144.95257164195573)",-37.81044479108055,144.95257164195573
4271,C6878,Present,"(-37.80937358030814, 144.95585125657686)",-37.80937358030814,144.95585125657686
5183,C8018,Unoccupied,"(-37.81051613054472, 144.95231748350216)",-37.81051613054472,144.95231748350216
6630,13918E,Unoccupied,"(-37.81391611268452, 144.94246693000838)",-37.81391611268452,144.94246693000838
3280,5842E,Unoccupied,"(-37.80657529109709, 144.95355467497205)",-37.80657529109709,144.95355467497205
3831,C5536,Unoccupied,"(-37.80672619347971, 144.95410969981918)",-37.80672619347971,144.95410969981918
3220,5534E,Unoccupied,"(-37.80662456485807, 144.9541898950779)",-37.80662456485807,144.9541898950779
1155,C1252,Unoccupied,"(-37.811842425964684, 144.9592572232143)",-37.811842425964684,144.9592572232143
5180,C8012,Present,"(-37.81047080384552, 144.95247905590742)",-37.81047080384552,144.95247905590742
3265,5822E,Present,"(-37.80687469399207, 144.95350253214107)",-37.80687469399207,144.95350253214107
6608,13845S,Unoccupied,"(-37.81453518437807, 144.94048019581206)",-37.81453518437807,144.94048019581206
3847,C5580,Present,"(-37.80632339665107, 144.95392640003823)",-37.80632339665107,144.95392640003823
4256,C6844,Present,"(-37.8092295962456, 144.9556683639797)",-37.8092295962456,144.9556683639797
4313,C6962,Unoccupied,"(-37.80920769120985, 144.9560225553128)",-37.80920769120985,144.9560225553128
2653,10155W,Unoccupied,"(-37.80476269838175, 144.94922777133996)",-37.80476269838175,144.94922777133996
3222,5556E,Unoccupied,"(-37.806485020348234, 144.95412608107716)",-37.806485020348234,144.95412608107716
1114,C1144,Present,"(-37.814260020397086, 144.96035910621288)",-37.814260020397086,144.96035910621288
3841,C5562,Unoccupied,"(-37.806465129427735, 144.95399080398576)",-37.806465129427735,144.95399080398576
6707,C530,Unoccupied,"(-37.81035066965163, 144.96977448275481)",-37.81035066965163,144.96977448275481
3284,5850E,Unoccupied,"(-37.806470560294805, 144.95357314589475)",-37.806470560294805,144.95357314589475
4309,C6954,Unoccupied,"(-37.80925037904049, 144.95601475961075)",-37.80925037904049,144.95601475961075
4279,C6894,Unoccupied,"(-37.80929055733951, 144.9558667226908)",-37.80929055733951,144.9558667226908
3279,5840E,Unoccupied,"(-37.80659848968227, 144.95355058329227)",-37.80659848968227,144.95355058329227
4265,C6862,Present,"(-37.80945561676933, 144.95583569188864)",-37.80945561676933,144.95583569188864
5178,C8008,Present,"(-37.81045347387074, 144.95254075285288)",-37.81045347387074,144.95254075285288
4311,C6958,Unoccupied,"(-37.809229950896814, 144.95601853339537)",-37.809229950896814,144.95601853339537
6827,14014E,Present,"(-37.79766710237251, 144.95802205150295)",-37.79766710237251,144.95802205150295
3218,5526E,Present,"(-37.80672373277234, 144.9542350479408)",-37.80672373277234,144.9542350479408
3799,C5422,Unoccupied,"(-37.8081880452568, 144.95477990129928)",-37.8081880452568,144.95477990129928
6856,14072E,Unoccupied,"(-37.79571993686761, 144.9582596874708)",-37.79571993686761,144.9582596874708
4253,C6838,Unoccupied,"(-37.80928953247359, 144.95565755074298)",-37.80928953247359,144.95565755074298
2411,C2644,Unoccupied,"(-37.80957738121015, 144.9714964048274)",-37.80957738121015,144.9714964048274
3628,7577S,Unoccupied,"(-37.8058291849574, 144.95468553992856)",-37.8058291849574,144.95468553992856
835,C596,Present,"(-37.80889488599543, 144.9691074735742)",-37.80889488599543,144.9691074735742
5228,11510N,Unoccupied,"(-37.81169251219845, 144.95219601741596)",-37.81169251219845,144.95219601741596
4677,8500E,Unoccupied,"(-37.8246222298, 144.9671023821246)",-37.8246222298,144.9671023821246
2717,4099W,Unoccupied,"(-37.80792273497688, 144.96015344357846)",-37.80792273497688,144.96015344357846
8350,3359S,Present,"(-37.809328016001956, 144.96857562032068)",-37.809328016001956,144.96857562032068
3231,5594E,Unoccupied,"(-37.80589073957607, 144.9538554994207)",-37.80589073957607,144.9538554994207
588,29W,Unoccupied,"(-37.81412716443674, 144.97422331460206)",-37.81412716443674,144.97422331460206
5227,11508N,Unoccupied,"(-37.81163340933933, 144.9524055762062)",-37.81163340933933,144.9524055762062
2641,10115W,Unoccupied,"(-37.80336265167589, 144.94794423530294)",-37.80336265167589,144.94794423530294
5235,11524N,Unoccupied,"(-37.81191442680799, 144.95141216468477)",-37.81191442680799,144.95141216468477
4051,C6140,Unoccupied,"(-37.804270949992045, 144.95241925284822)",-37.804270949992045,144.95241925284822
3634,7585S,Unoccupied,"(-37.80580572237205, 144.9544775689008)",-37.80580572237205,144.9544775689008
5253,11531S,Present,"(-37.811967757887714, 144.95163890435862)",-37.811967757887714,144.95163890435862
6899,14245W,Unoccupied,"(-37.79508118716784, 144.96481784991502)",-37.79508118716784,144.96481784991502
4909,9331S,Unoccupied,"(-37.82953393887039, 144.96842167586396)",-37.82953393887039,144.96842167586396
2663,10170E,Unoccupied,"(-37.80435822131767, 144.9494885385869)",-37.80435822131767,144.9494885385869
5247,11519S,Present,"(-37.81180757381466, 144.95220579837365)",-37.81180757381466,144.95220579837365
5229,11512N,Unoccupied,"(-37.81171126342535, 144.95212969396388)",-37.81171126342535,144.95212969396388
1132,C1182,Unoccupied,"(-37.813427975079335, 144.95997978109523)",-37.813427975079335,144.95997978109523
3943,C5854,Present,"(-37.805362842586234, 144.95373722072688)",-37.805362842586234,144.95373722072688
2046,3517S,Unoccupied,"(-37.813046510720724, 144.95588276839572)",-37.813046510720724,144.95588276839572
3630,7579S,Present,"(-37.80582157665668, 144.9546180926589)",-37.80582157665668,144.9546180926589
3636,7588N,Present,"(-37.80557615295422, 144.95408666598183)",-37.80557615295422,144.95408666598183
3625,7574N,Present,"(-37.80563672055596, 144.95462461030127)",-37.80563672055596,144.95462461030127
6659,11539S,Unoccupied,"(-37.811950464847044, 144.9516998567733)",-37.811950464847044,144.9516998567733
3192,5417W,Unoccupied,"(-37.80828103109838, 144.95469843560392)",-37.80828103109838,144.95469843560392
6106,C13520,Unoccupied,"(-37.81926491052582, 144.94577454484752)",-37.81926491052582,144.94577454484752
5249,11523S,Present,"(-37.81184392505163, 144.95207745463983)",-37.81184392505163,144.95207745463983
3191,5415W,Present,"(-37.80833177449209, 144.95472159046906)",-37.80833177449209,144.95472159046906
4288,C6912,Unoccupied,"(-37.80918214379872, 144.95582412203683)",-37.80918214379872,144.95582412203683
856,671W,Unoccupied,"(-37.8144644153509, 144.9687383485707)",-37.8144644153509,144.9687383485707
3939,C5794,Unoccupied,"(-37.80401038177662, 144.9554807587221)",-37.80401038177662,144.9554807587221
612,69W,Unoccupied,"(-37.81011722343793, 144.97234505870594)",-37.81011722343793,144.97234505870594
4252,C6836,Unoccupied,"(-37.80930933716368, 144.95565402708218)",-37.80930933716368,144.95565402708218
4257,C6846,Present,"(-37.80920970666094, 144.9556719143756)",-37.80920970666094,144.9556719143756
3930,C5776,Unoccupied,"(-37.80434280466035, 144.95542100312656)",-37.80434280466035,144.95542100312656
6750,6631S,Unoccupied,"(-37.80857770192675, 144.95934455219205)",-37.80857770192675,144.95934455219205
1011,957W,Unoccupied,"(-37.81207663185915, 144.962057056617)",-37.81207663185915,144.962057056617
3915,C5744,Unoccupied,"(-37.804851966955304, 144.95532945258577)",-37.804851966955304,144.95532945258577
3800,C5424,Unoccupied,"(-37.808164667772544, 144.95476898673755)",-37.808164667772544,144.95476898673755
4307,C6950,Present,"(-37.809270411989615, 144.95601108049476)",-37.809270411989615,144.95601108049476
3635,7586N,Present,"(-37.80558417130324, 144.95415795040003)",-37.80558417130324,144.95415795040003
3230,5592E,Present,"(-37.80593719476245, 144.95387657278093)",-37.80593719476245,144.95387657278093
3629,7578N,Unoccupied,"(-37.80562156829398, 144.95449038760398)",-37.80562156829398,144.95449038760398
3797,C5418,Unoccupied,"(-37.80823469346832, 144.95480119265767)",-37.80823469346832,144.95480119265767
2648,10122E,Unoccupied,"(-37.803191517115465, 144.94820900121596)",-37.803191517115465,144.94820900121596
6519,13752E,Unoccupied,"(-37.81270846843367, 144.93649542412254)",-37.81270846843367,144.93649542412254
5245,11515S,Present,"(-37.81177122240427, 144.9523341402592)",-37.81177122240427,144.9523341402592
5232,11518N,Unoccupied,"(-37.81181041473464, 144.95177886825996)",-37.81181041473464,144.95177886825996
3627,7576N,Unoccupied,"(-37.80562910724171, 144.95455722565328)",-37.80562910724171,144.95455722565328
6199,13311W,Unoccupied,"(-37.82036317356116, 144.9471606160816)",-37.82036317356116,144.9471606160816
930,C728,Present,"(-37.81355383075956, 144.96844271750285)",-37.81355383075956,144.96844271750285
6867,14094E,Unoccupied,"(-37.79490859734546, 144.9583603277346)",-37.79490859734546,144.9583603277346
6667,9361S,Present,"(-37.82967782934985, 144.96792568365748)",-37.82967782934985,144.96792568365748
5172,11605S,Unoccupied,"(-37.81084194077856, 144.95149999753815)",-37.81084194077856,144.95149999753815
4083,C6280,Unoccupied,"(-37.80504309612259, 144.9507772992846)",-37.80504309612259,144.9507772992846
2562,C3114,Unoccupied,"(-37.81347412678528, 144.95817688879936)",-37.81347412678528,144.95817688879936
6854,14068E,Unoccupied,"(-37.79582800168442, 144.9582505100721)",-37.79582800168442,144.9582505100721
6861,14082E,Unoccupied,"(-37.795252922065444, 144.95831836445433)",-37.795252922065444,144.95831836445433
6860,14080E,Unoccupied,"(-37.79531075472312, 144.95831041997258)",-37.79531075472312,144.95831041997258
6597,13908E,Unoccupied,"(-37.81422545145732, 144.94056598760295)",-37.81422545145732,144.94056598760295
4276,C6888,Present,"(-37.8093052181257, 144.95580106205344)",-37.8093052181257,144.95580106205344
3801,C5426,Present,"(-37.80814069305637, 144.95475819604104)",-37.80814069305637,144.95475819604104
3946,C5860,Unoccupied,"(-37.80528570617085, 144.95375099866678)",-37.80528570617085,144.95375099866678
3805,C5442,Unoccupied,"(-37.80804139113411, 144.9547126926679)",-37.80804139113411,144.9547126926679
6647,13622E,Unoccupied,"(-37.81942211605225, 144.943629462373)",-37.81942211605225,144.943629462373
2734,4386E,Present,"(-37.808724083631446, 144.96073114522207)",-37.808724083631446,144.96073114522207
4310,C6956,Present,"(-37.809255658086165, 144.95607714143563)",-37.809255658086165,144.95607714143563
4285,C6906,Unoccupied,"(-37.809230374365704, 144.95587802590723)",-37.809230374365704,144.95587802590723
5234,11522N,Unoccupied,"(-37.81184611103463, 144.9516526409932)",-37.81184611103463,144.9516526409932
4282,C6900,Present,"(-37.80924499662795, 144.9558123618251)",-37.80924499662795,144.9558123618251
5252,11529S,Present,"(-37.8119334870949, 144.95175974179728)",-37.8119334870949,144.95175974179728
3631,7580N,Unoccupied,"(-37.80560674439511, 144.95435776275738)",-37.80560674439511,144.95435776275738
3802,C5430,Unoccupied,"(-37.808116589398395, 144.9547471729851)",-37.808116589398395,144.9547471729851
5246,11517S,Present,"(-37.81178939835263, 144.9522699693066)",-37.81178939835263,144.9522699693066
5233,11520N,Present,"(-37.81182918026025, 144.95171261343256)",-37.81182918026025,144.95171261343256
2673,10182E,Unoccupied,"(-37.80400183516052, 144.9495507132346)",-37.80400183516052,144.9495507132346
2449,C2774,Unoccupied,"(-37.8102605784755, 144.969150932932)",-37.8102605784755,144.969150932932
3837,C5550,Unoccupied,"(-37.806584304655956, 144.9540451198374)",-37.806584304655956,144.9540451198374
5372,11718E,Unoccupied,"(-37.810080643719395, 144.9729594589469)",-37.810080643719395,144.9729594589469
2714,4003W,Present,"(-37.80782281308842, 144.96010770734512)",-37.80782281308842,144.96010770734512
1292,4484E,Unoccupied,"(-37.8127273293113, 144.95416523342118)",-37.8127273293113,144.95416523342118
3633,7584N,Present,"(-37.80559174454697, 144.95422564230262)",-37.80559174454697,144.95422564230262
2249,3940N,Unoccupied,"(-37.81228549681919, 144.95430806340084)",-37.81228549681919,144.95430806340084
3368,6179W,Unoccupied,"(-37.80406031812777, 144.94317667886412)",-37.80406031812777,144.94317667886412
5250,11525S,Present,"(-37.81186210040582, 144.9520132830241)",-37.81186210040582,144.9520132830241
3798,C5420,Present,"(-37.80821182060825, 144.95479065062798)",-37.80821182060825,144.95479065062798
589,2E,Unoccupied,"(-37.81494560936667, 144.97482245363307)",-37.81494560936667,144.97482245363307
5604,12227S,Unoccupied,"(-37.80947710124289, 144.97419421336804)",-37.80947710124289,144.97419421336804
6007,13013S,Unoccupied,"(-37.81994714961263, 144.95142567137765)",-37.81994714961263,144.95142567137765
3387,6217W,Unoccupied,"(-37.80617781003179, 144.95092591905063)",-37.80617781003179,144.95092591905063
2688,10197W,Unoccupied,"(-37.803609634862845, 144.94942976511823)",-37.803609634862845,144.94942976511823
3003,5060E,Unoccupied,"(-37.80514354426124, 144.9580620873935)",-37.80514354426124,144.9580620873935
3316,6000N,Unoccupied,"(-37.80983394631515, 144.95863349356645)",-37.80983394631515,144.95863349356645
6443,13576E,Unoccupied,"(-37.82051750929875, 144.94301717036385)",-37.82051750929875,144.94301717036385
8299,C7018,Unoccupied,"(-37.80735957637789, 144.95891610524734)",-37.80735957637789,144.95891610524734
2197,3871S,Unoccupied,"(-37.8115174866941, 144.95748868329645)",-37.8115174866941,144.95748868329645
6471,13802N,Unoccupied,"(-37.81381153904226, 144.94007822236233)",-37.81381153904226,144.94007822236233
2660,10167W,Unoccupied,"(-37.80440418442524, 144.9492897972084)",-37.80440418442524,144.9492897972084
625,83W,Unoccupied,"(-37.809037523066756, 144.97184785370482)",-37.809037523066756,144.97184785370482
3408,6257S,Present,"(-37.807708853788455, 144.96630832170874)",-37.807708853788455,144.96630832170874
3024,5117W,Unoccupied,"(-37.8036417823928, 144.95723751206768)",-37.8036417823928,144.95723751206768
3730,7784N,Unoccupied,"(-37.802431124332074, 144.94482481471812)",-37.802431124332074,144.94482481471812
722,555W,Unoccupied,"(-37.80942661815135, 144.96922810511927)",-37.80942661815135,144.96922810511927
576,122E,Unoccupied,"(-37.80838195761986, 144.97179394369664)",-37.80838195761986,144.97179394369664
8828,8526E,Unoccupied,"(-37.82306943531425, 144.96753503480053)",-37.82306943531425,144.96753503480053
1855,2581S,Unoccupied,"(-37.81448939977687, 144.958592730921)",-37.81448939977687,144.958592730921
1535,1899S,Unoccupied,"(-37.813994871232026, 144.97192146392078)",-37.813994871232026,144.97192146392078
803,C470,Present,"(-37.811573534852734, 144.97033378179282)",-37.811573534852734,144.97033378179282
601,4E,Unoccupied,"(-37.81489431747937, 144.97479863764806)",-37.81489431747937,144.97479863764806
1901,2263W,Unoccupied,"(-37.816510247887585, 144.95725315964157)",-37.816510247887585,144.95725315964157
3199,5449W,Unoccupied,"(-37.80771550846339, 144.95443802349058)",-37.80771550846339,144.95443802349058
3493,6580N,Present,"(-37.80824127305364, 144.95982322511887)",-37.80824127305364,144.95982322511887
3104,5260E,Unoccupied,"(-37.804882487640945, 144.95737581939215)",-37.804882487640945,144.95737581939215
4937,9363S,Present,"(-37.82968712862621, 144.96789362954)",-37.82968712862621,144.96789362954
5258,4515W,Unoccupied,"(-37.811200295925445, 144.95321003174865)",-37.811200295925445,144.95321003174865
2736,4390E,Present,"(-37.80862271939476, 144.96068371817805)",-37.80862271939476,144.96068371817805
1872,2605S,Unoccupied,"(-37.814956244476505, 144.9569599167776)",-37.814956244476505,144.9569599167776
3025,5119W,Unoccupied,"(-37.80359102769667, 144.95721410852093)",-37.80359102769667,144.95721410852093
5043,9523S,Unoccupied,"(-37.82841695836075, 144.96618235502504)",-37.82841695836075,144.96618235502504
1762,2386N,Unoccupied,"(-37.81447470061502, 144.96210999847915)",-37.81447470061502,144.96210999847915
2042,3511S,Present,"(-37.812971518107375, 144.9561464140067)",-37.812971518107375,144.9561464140067
773,C336,Unoccupied,"(-37.814418376320546, 144.97164246205455)",-37.814418376320546,144.97164246205455
6920,10051S,Unoccupied,"(-37.82199996402446, 144.9631873254488)",-37.82199996402446,144.9631873254488
6408,13652E,Unoccupied,"(-37.820375133131975, 144.94550372631295)",-37.820375133131975,144.94550372631295
582,14E,Unoccupied,"(-37.81463780339543, 144.97467993760546)",-37.81463780339543,144.97467993760546
2169,3831S,Unoccupied,"(-37.810884004718304, 144.95967952773992)",-37.810884004718304,144.95967952773992
3200,5451W,Present,"(-37.807667812803416, 144.95441621852194)",-37.807667812803416,144.95441621852194
3822,C5500,Present,"(-37.80718808695781, 144.9543188718062)",-37.80718808695781,144.9543188718062
5140,9953S,Unoccupied,"(-37.826118669673875, 144.9670536967932)",-37.826118669673875,144.9670536967932
3637,7590N,Unoccupied,"(-37.80556771137624, 144.9540120387018)",-37.80556771137624,144.9540120387018
6631,13920E,Present,"(-37.813970409121296, 144.94255032876387)",-37.813970409121296,144.94255032876387
638,99W,Unoccupied,"(-37.80830343969228, 144.97150775140602)",-37.80830343969228,144.97150775140602
6757,13097W,Unoccupied,"(-37.82106514578931, 144.94425109772652)",-37.82106514578931,144.94425109772652
3206,5464E,Unoccupied,"(-37.80742665682321, 144.95455583769134)",-37.80742665682321,144.95455583769134
3500,6614N,Present,"(-37.808335785802356, 144.9594960648111)",-37.808335785802356,144.9594960648111
1747,2363S,Unoccupied,"(-37.81231998501011, 144.97002438753725)",-37.81231998501011,144.97002438753725
1471,1775S,Unoccupied,"(-37.8167541660727, 144.96609310265694)",-37.8167541660727,144.96609310265694
5264,4527W,Unoccupied,"(-37.81086695233682, 144.95305453522315)",-37.81086695233682,144.95305453522315
1729,2336N,Unoccupied,"(-37.8117310378866, 144.97148422841045)",-37.8117310378866,144.97148422841045
3554,7079S,Present,"(-37.808883282556195, 144.95388681329126)",-37.808883282556195,144.95388681329126
3557,7083S,Unoccupied,"(-37.80892288185282, 144.9537490876604)",-37.80892288185282,144.9537490876604
6589,13787W,Unoccupied,"(-37.81317468124503, 144.94070604585215)",-37.81317468124503,144.94070604585215
5274,4509W,Unoccupied,"(-37.811660440590664, 144.953424408537)",-37.811660440590664,144.953424408537
3489,6571S,Present,"(-37.80833892225637, 144.96017447619454)",-37.80833892225637,144.96017447619454
4001,C6038,Unoccupied,"(-37.806169736607444, 144.95208450500195)",-37.806169736607444,144.95208450500195
3591,7325W,Present,"(-37.80563667842449, 144.94924192693372)",-37.80563667842449,144.94924192693372
6681,3442N,Unoccupied,"(-37.811671056125675, 144.9604544019162)",-37.811671056125675,144.9604544019162
3561,7087S,Present,"(-37.80896248136547, 144.95361135956864)",-37.80896248136547,144.95361135956864
6748,6627S,Present,"(-37.8085392892571, 144.95947791717688)",-37.8085392892571,144.95947791717688
681,291W,Unoccupied,"(-37.81470630236391, 144.97165755998594)",-37.81470630236391,144.97165755998594
3823,C5502,Unoccupied,"(-37.80716454585276, 144.9543081254844)",-37.80716454585276,144.9543081254844
8345,633W,Unoccupied,"(-37.81646851131973, 144.9696637908396)",-37.81646851131973,144.9696637908396
644,C120,Unoccupied,"(-37.80877846237924, 144.97185366069525)",-37.80877846237924,144.97185366069525
3827,C5510,Present,"(-37.80706882866416, 144.9542646715394)",-37.80706882866416,144.9542646715394
3208,5472E,Present,"(-37.80731500679258, 144.95450470225848)",-37.80731500679258,144.95450470225848
6275,13353W,Unoccupied,"(-37.819739537120896, 144.94843408840194)",-37.819739537120896,144.94843408840194
3830,C5532,Present,"(-37.80674903143225, 144.95412009497187)",-37.80674903143225,144.95412009497187
5259,4517W,Unoccupied,"(-37.81114875079743, 144.95318599123723)",-37.81114875079743,144.95318599123723
5385,11707W,Unoccupied,"(-37.81004472126099, 144.97272747287184)",-37.81004472126099,144.97272747287184
3161,5353W,Unoccupied,"(-37.810139380103976, 144.95554654399626)",-37.810139380103976,144.95554654399626
